Country,Localite,Category,Value,Date,Sources,Link
Sierra Leone,Kailahun,Probable cases,32,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kailahun,Suspected cases,18,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kambia,Cases,4,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kambia,Confirmed cases,4,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kambia,Deaths,1,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kambia,New cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kambia,Probable cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kambia,Suspected cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kenema,Cases,438,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kenema,Confirmed cases,412,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kenema,Deaths,233,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kenema,New cases,1,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kenema,Probable cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kenema,Suspected cases,26,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Koinadugu,Cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Koinadugu,Confirmed cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Koinadugu,Deaths,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Koinadugu,New cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Koinadugu,Probable cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Koinadugu,Suspected cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kono,Cases,56,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kono,Confirmed cases,16,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kono,Deaths,3,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kono,New cases,2,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kono,Probable cases,1,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Kono,Suspected cases,39,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Moyamba,Cases,28,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Moyamba,Confirmed cases,24,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Moyamba,Deaths,6,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Moyamba,New cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Moyamba,Probable cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Moyamba,Suspected cases,4,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,National,Cases,"1,791",9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,National,Confirmed cases,"1,618",9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,National,Deaths,543,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,National,New cases,41,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,National,Probable cases,37,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,National,Suspected cases,136,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Port Loko,Cases,180,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Port Loko,Confirmed cases,175,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Port Loko,Deaths,18,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Port Loko,New cases,15,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Port Loko,Probable cases,1,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Port Loko,Suspected cases,4,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Pujehun,Cases,11,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Pujehun,Confirmed cases,10,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Pujehun,Deaths,1,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Pujehun,New cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Pujehun,Probable cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Pujehun,Suspected cases,1,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Tonkolili,Cases,46,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Tonkolili,Confirmed cases,44,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Tonkolili,Deaths,2,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Tonkolili,New cases,5,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Tonkolili,Probable cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Tonkolili,Suspected cases,2,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Western area rural,Cases,68,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Western area rural,Confirmed cases,61,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Western area rural,Deaths,3,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Western area rural,New cases,5,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Western area rural,Probable cases,0,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Western area rural,Suspected cases,7,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Western area urban,Cases,155,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Western area urban,Confirmed cases,143,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Western area urban,Deaths,9,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Western area urban,New cases,8,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Western area urban,Probable cases,1,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Sierra Leone,Western area urban,Suspected cases,11,9/18/14,Gvt,http://health.gov.sl/wp-content/uploads/2014/09/Ebola-Situation-Report_Vol-114.pdf
Guinea,Boffa,Cases,24,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Boffa,Confirmed cases,19,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Boffa,Deaths,16,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Boffa,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Boffa,Probable cases,5,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Boffa,Suspected cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Conakry,Cases,152,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Conakry,Confirmed cases,133,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Conakry,Deaths,68,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Conakry,New cases,5,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Conakry,Probable cases,8,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Conakry,Suspected cases,11,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Coyah,Cases,7,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Coyah,Confirmed cases,7,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Coyah,Deaths,5,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Coyah,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Coyah,Probable cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Coyah,Suspected cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dabola,Cases,4,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dabola,Confirmed cases,1,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dabola,Deaths,4,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dabola,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dabola,Probable cases,3,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dabola,Suspected cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dalaba,Cases,2,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dalaba,Confirmed cases,2,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dalaba,Deaths,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dalaba,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dalaba,Probable cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dalaba,Suspected cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dinguiraye,Cases,1,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dinguiraye,Confirmed cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dinguiraye,Deaths,1,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dinguiraye,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dinguiraye,Probable cases,1,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dinguiraye,Suspected cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dubreka,Cases,21,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dubreka,Confirmed cases,21,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dubreka,Deaths,7,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dubreka,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dubreka,Probable cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Dubreka,Suspected cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Forécariah,Cases,10,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Forécariah,Confirmed cases,9,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Forécariah,Deaths,7,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Forécariah,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Forécariah,Probable cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Forécariah,Suspected cases,1,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Gueckedou,Cases,353,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Gueckedou,Confirmed cases,237,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Gueckedou,Deaths,295,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Gueckedou,New cases,2,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Gueckedou,Probable cases,111,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Gueckedou,Suspected cases,5,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kerouane,Cases,22,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kerouane,Confirmed cases,22,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kerouane,Deaths,5,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kerouane,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kerouane,Probable cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kerouane,Suspected cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kissidougou,Cases,8,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kissidougou,Confirmed cases,3,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kissidougou,Deaths,7,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kissidougou,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kissidougou,Probable cases,5,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kissidougou,Suspected cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kouroussa,Cases,4,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kouroussa,Confirmed cases,2,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kouroussa,Deaths,4,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kouroussa,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kouroussa,Probable cases,2,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Kouroussa,Suspected cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Macenta,Cases,302,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Macenta,Confirmed cases,280,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Macenta,Deaths,172,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Macenta,New cases,10,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Macenta,Probable cases,12,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Macenta,Suspected cases,10,9/19/14,Gvt,Sitrep157 20Sep
Guinea,National,Cases,989,9/19/14,Gvt,Sitrep157 20Sep
Guinea,National,Confirmed cases,799,9/19/14,Gvt,Sitrep157 20Sep
Guinea,National,Deaths,632,9/19/14,Gvt,Sitrep157 20Sep
Guinea,National,New cases,17,9/19/14,Gvt,Sitrep157 20Sep
Guinea,National,Probable cases,162,9/19/14,Gvt,Sitrep157 20Sep
Guinea,National,Suspected cases,28,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Nzerekore,Cases,28,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Nzerekore,Confirmed cases,17,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Nzerekore,Deaths,20,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Nzerekore,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Nzerekore,Probable cases,11,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Nzerekore,Suspected cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Pita,Cases,8,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Pita,Confirmed cases,6,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Pita,Deaths,3,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Pita,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Pita,Probable cases,1,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Pita,Suspected cases,1,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Siguiri,Cases,6,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Siguiri,Confirmed cases,6,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Siguiri,Deaths,3,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Siguiri,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Siguiri,Probable cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Siguiri,Suspected cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Telimele,Cases,26,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Telimele,Confirmed cases,23,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Telimele,Deaths,10,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Telimele,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Telimele,Probable cases,3,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Telimele,Suspected cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Yomou,Cases,11,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Yomou,Confirmed cases,11,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Yomou,Deaths,5,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Yomou,New cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Yomou,Probable cases,0,9/19/14,Gvt,Sitrep157 20Sep
Guinea,Yomou,Suspected cases,0,9/19/14,Gvt,Sitrep157 20Sep
Liberia,Bomi County,Cases,85,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Bomi County,Confirmed cases,33,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Bomi County,Deaths,57,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Bomi County,New cases,0,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Bomi County,Probable cases,45,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Bomi County,Suspected cases,7,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Bong County,Cases,242,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Bong County,Confirmed cases,53,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Bong County,Deaths,76,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Bong County,New cases,3,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Bong County,Probable cases,57,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Bong County,Suspected cases,132,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Gbarpolu County,Cases,1,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Gbarpolu County,Confirmed cases,0,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Gbarpolu County,Deaths,0,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Gbarpolu County,New cases,0,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Gbarpolu County,Probable cases,0,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Gbarpolu County,Suspected cases,1,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Bassa,Cases,105,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Bassa,Confirmed cases,43,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Bassa,Deaths,24,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Bassa,New cases,2,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Bassa,Probable cases,34,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Bassa,Suspected cases,28,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Cape Mount,Cases,17,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Cape Mount,Confirmed cases,6,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Cape Mount,Deaths,14,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Cape Mount,New cases,0,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Cape Mount,Probable cases,5,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Cape Mount,Suspected cases,6,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Gedeh,Cases,3,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Gedeh,Confirmed cases,0,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Gedeh,Deaths,2,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Gedeh,New cases,0,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Gedeh,Probable cases,0,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Gedeh,Suspected cases,3,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Kru,Cases,0,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Kru,Confirmed cases,0,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Kru,Deaths,5,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Kru,New cases,0,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
Liberia,Grand Kru,Probable cases,0,9/19/14,Gvt,"http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20127%20Sept%2019,%202014.pptx%20New.pdf"
